,target_chemblid,year,max_phase,size,cumsum,best_phase,total_compounds,number_of_targets,avg,difference,r_difference,peak_to_current,target
56456,CHEMBL4408,2016,0.0,1.0,185,0,373003.0,1151,324.068635969,2.6809435849e-06,1.4978969421e-06,0.0282184801832,Phosphodiesterase 8B
56564,CHEMBL4421,2016,0.0,0.0,350,0,373003.0,1151,324.068635969,0.0,1.4560685089e-05,0.174158393554,HM74 nicotinic acid GPCR
56672,CHEMBL4426,2016,0.0,5.0,355,0,373003.0,1151,324.068635969,1.34047179245e-05,7.76832791153e-06,0.0140145015909,Phospholipase A2 group 1B
56888,CHEMBL4442,2016,0.0,2.0,156,0,373003.0,1151,324.068635969,5.36188716981e-06,3.70905003639e-06,0.08896224168,Cyclin-dependent kinase 3
57401,CHEMBL4481,2016,0.0,38.0,1484,0,373003.0,1151,324.068635969,0.000101875856226,4.7854873394e-05,0.11006831744,"Nitric oxide synthase, inducible"
57779,CHEMBL4518,2016,0.0,0.0,122,0,373003.0,1151,324.068635969,0.0,6.86415919689e-06,0.199799639772,Purinergic receptor P2Y14
57860,CHEMBL4522,2016,0.0,0.0,203,0,373003.0,1151,324.068635969,0.0,2.83811097735e-06,0.0637806991651,BMP-2-inducible protein kinase
57968,CHEMBL4526,2016,0.0,1.0,195,0,373003.0,1151,324.068635969,2.6809435849e-06,4.27737166609e-06,0.0931996678394,Ephrin type-A receptor 6
58562,CHEMBL4596,2016,0.0,0.0,298,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.0140929691824,C-C chemokine receptor type 8
58589,CHEMBL4597,2016,0.0,2.0,369,0,373003.0,1151,324.068635969,5.36188716981e-06,7.27103502955e-06,0.0786854083881,Serine/threonine-protein kinase PCTAIRE-1
58751,CHEMBL4605,2016,0.0,0.0,845,0,373003.0,1151,324.068635969,0.0,3.01616762127e-06,0.00727810261772,Oligopeptide transporter small intestine isoform
58778,CHEMBL4607,2016,0.0,21.0,626,0,373003.0,1151,324.068635969,5.6299815283e-05,4.0625906921e-05,0.0309165158893,Angiotensin II type 2 (AT-2) receptor
58805,CHEMBL4608,2016,0.0,0.0,1663,0,373003.0,1151,324.068635969,0.0,5.65947914592e-05,0.121196905412,Melanocortin receptor 5
58859,CHEMBL4611,2016,0.0,0.0,224,0,373003.0,1151,324.068635969,0.0,5.49028220058e-06,0.012149294029,Complement C1r
58886,CHEMBL4612,2016,0.0,0.0,118,0,373003.0,1151,324.068635969,0.0,7.2858385991e-17,1.81857854981e-14,Glutamine synthetase
58940,CHEMBL4617,2016,0.0,0.0,417,0,373003.0,1151,324.068635969,0.0,7.28656387106e-17,1.85393501884e-13,Phenylethanolamine N-methyltransferase
58967,CHEMBL4618,2016,0.0,2.0,1022,0,373003.0,1151,324.068635969,5.36188716981e-06,1.98217683255e-05,0.0181104849154,Leukotriene A4 hydrolase
58994,CHEMBL4619,2016,0.0,0.0,132,0,373003.0,1151,324.068635969,0.0,5.59993731606e-06,0.033671992317,Phosphodiesterase 1C
59183,CHEMBL4641,2016,0.0,0.0,1004,0,373003.0,1151,324.068635969,0.0,4.21180310055e-05,0.187763358,Voltage-gated T-type calcium channel alpha-1G subunit
59237,CHEMBL4647,2016,0.0,0.0,131,0,373003.0,1151,324.068635969,0.0,7.1348973279e-17,1.24215899473e-12,Peptide deformylase mitochondrial
59372,CHEMBL4666,2016,0.0,1.0,142,0,373003.0,1151,324.068635969,2.6809435849e-06,6.70235896297e-07,0.0239024062538,Steroidogenic factor 1
59696,CHEMBL4698,2016,0.0,0.0,438,0,373003.0,1151,324.068635969,0.0,7.1333726686e-17,4.02482081996e-13,Malonyl-CoA decarboxylase
59723,CHEMBL4699,2016,0.0,15.0,529,0,373003.0,1151,324.068635969,4.02141537736e-05,1.48276968787e-05,0.118708471272,Isoprenylcysteine carboxyl methyltransferase
60263,CHEMBL4767,2016,0.0,0.0,268,0,373003.0,1151,324.068635969,0.0,1.01795531582e-05,0.00744254042856,Vesicular acetylcholine transporter
60317,CHEMBL4772,2016,0.0,0.0,131,0,373003.0,1151,324.068635969,0.0,7.13472792131e-17,6.41867060089e-13,1-acylglycerol-3-phosphate O-acyltransferase beta
60344,CHEMBL4777,2016,0.0,3.0,1418,0,373003.0,1151,324.068635969,8.04283075471e-06,8.18348911826e-05,0.113954497068,Neuropeptide Y receptor type 1
60398,CHEMBL4789,2016,0.0,2.0,588,0,373003.0,1151,324.068635969,5.36188716981e-06,2.19263728713e-05,0.169514754327,Carbonic anhydrase VA
60452,CHEMBL4791,2016,0.0,0.0,659,0,373003.0,1151,324.068635969,0.0,1.03202092761e-05,0.014514187125,Endothelin-converting enzyme 1
60560,CHEMBL4796,2016,0.0,0.0,261,0,373003.0,1151,324.068635969,0.0,2.38707921768e-06,0.0127870811345,Beta-chymotrypsin
60614,CHEMBL4803,2016,0.0,7.0,1288,0,373003.0,1151,324.068635969,1.87666050943e-05,2.94725229387e-05,0.0663113831961,"Nitric-oxide synthase, endothelial"
60641,CHEMBL4804,2016,0.0,8.0,893,0,373003.0,1151,324.068635969,2.14475486792e-05,5.16747892017e-05,0.161232083375,Dual specificity phosphatase Cdc25B
61154,CHEMBL4851,2016,0.0,1.0,192,0,373003.0,1151,324.068635969,2.6809435849e-06,5.5080460819e-06,0.12576485859,Serine/threonine-protein kinase 38-like
61208,CHEMBL4853,2016,0.0,2.0,187,0,373003.0,1151,324.068635969,5.36188716981e-06,6.61067990453e-06,0.161627975771,Mitogen-activated protein kinase kinase kinase 4
61397,CHEMBL4869,2016,0.0,0.0,167,0,373003.0,1151,324.068635969,0.0,7.19876361212e-17,1.29141568971e-12,Prion protein
61667,CHEMBL4884,2016,0.0,0.0,150,0,373003.0,1151,324.068635969,0.0,3.92311377817e-06,0.146135377209,Caspase-2
61694,CHEMBL4894,2016,0.0,2.0,201,0,373003.0,1151,324.068635969,5.36188716981e-06,3.58962964575e-06,0.0675579165422,Galanin receptor 1
61748,CHEMBL4896,2016,0.0,10.0,210,0,373003.0,1151,324.068635969,2.6809435849e-05,9.2538764877e-06,0.136349133996,PDZ-binding kinase
61829,CHEMBL4899,2016,0.0,12.0,370,0,373003.0,1151,324.068635969,3.21713230188e-05,1.31458658055e-05,0.144825128068,Mitogen-activated protein kinase kinase kinase 8
62342,CHEMBL4941,2016,0.0,4.0,218,0,373003.0,1151,324.068635969,1.07237743396e-05,3.6994270224e-06,0.0281960394685,S-methyl-5-thioadenosine phosphorylase
62450,CHEMBL4948,2016,0.0,1.0,148,0,373003.0,1151,324.068635969,2.6809435849e-06,4.31750694563e-06,0.115485180758,Dual specificity mitogen-activated protein kinase kinase 5
62585,CHEMBL4958,2016,0.0,0.0,212,0,373003.0,1151,324.068635969,0.0,1.7668593722e-06,0.0136554722159,Dynamin-1
62612,CHEMBL4959,2016,0.0,0.0,119,0,373003.0,1151,324.068635969,0.0,3.80870888462e-06,0.0347595394614,Gastrin releasing peptide receptor
62720,CHEMBL4978,2016,0.0,0.0,167,0,373003.0,1151,324.068635969,0.0,1.6709554524e-06,0.015067190976,UDP-glucuronosyltransferase 2B17
62774,CHEMBL4983,2016,0.0,0.0,107,0,373003.0,1151,324.068635969,0.0,7.17335262371e-17,2.17872891675e-12,Transketolase
63314,CHEMBL5038,2016,0.0,1.0,301,0,373003.0,1151,324.068635969,2.6809435849e-06,6.70235896298e-07,0.00432290670129,Melanin-concentrating hormone receptor 2
63368,CHEMBL5044,2016,0.0,1.0,138,0,373003.0,1151,324.068635969,2.6809435849e-06,2.88225894253e-06,0.0779704012235,Serine/threonine-protein kinase Nek5
63449,CHEMBL5048,2016,0.0,0.0,157,0,373003.0,1151,324.068635969,0.0,7.1767407555e-17,2.12574618457e-12,Neutral cholesterol ester hydrolase 1
63719,CHEMBL5081,2016,0.0,0.0,148,0,373003.0,1151,324.068635969,0.0,1.83826137318e-06,0.0471337039401,Interleukin-1 receptor-associated kinase 3
64097,CHEMBL5121,2016,0.0,0.0,299,0,373003.0,1151,324.068635969,0.0,1.4880161709e-06,0.0187603282139,Mitogen-activated protein kinase 6
64475,CHEMBL5174,2016,0.0,0.0,162,0,373003.0,1151,324.068635969,0.0,2.69530697539e-06,0.0867514478643,Neuropilin-1
64907,CHEMBL5256,2016,0.0,5.0,273,0,373003.0,1151,324.068635969,1.34047179245e-05,6.04061837095e-06,0.100412266939,CaM-kinase kinase alpha
64961,CHEMBL5258,2016,0.0,2.0,332,0,373003.0,1151,324.068635969,5.36188716981e-06,4.26861860404e-06,0.0463844127618,CaM kinase I gamma
65285,CHEMBL5284,2016,0.0,13.0,505,0,373003.0,1151,324.068635969,3.48522666038e-05,2.05188230633e-05,0.16846594544,CaM-kinase kinase beta
65609,CHEMBL5316,2016,0.0,1.0,142,0,373003.0,1151,324.068635969,2.6809435849e-06,3.92224382623e-06,0.105227106998,Serine/threonine-protein kinase PCTAIRE-3
65771,CHEMBL5332,2016,0.0,1.0,198,0,373003.0,1151,324.068635969,2.6809435849e-06,5.24295407628e-06,0.106729305664,Mitogen-activated protein kinase 7
65825,CHEMBL5334,2016,0.0,1.0,179,0,373003.0,1151,324.068635969,2.6809435849e-06,4.47106167073e-06,0.0950616486655,Non-receptor tyrosine-protein kinase TNK1
65933,CHEMBL5347,2016,0.0,0.0,128,0,373003.0,1151,324.068635969,0.0,7.24789152307e-17,1.79672919124e-12,Glucose-6-phosphate 1-dehydrogenase
66149,CHEMBL5368,2016,0.0,0.0,216,0,373003.0,1151,324.068635969,0.0,7.24772211648e-17,1.02969797434e-12,Amiloride-sensitive cation channel 3
66203,CHEMBL5388,2016,0.0,4.0,186,0,373003.0,1151,324.068635969,1.07237743396e-05,8.29064617612e-06,0.189125345033,Serine/threonine-protein kinase tousled-like 1
66365,CHEMBL5399,2016,0.0,2.0,300,0,373003.0,1151,324.068635969,5.36188716981e-06,4.39592210479e-06,0.0453584871877,Pituitary adenylate cyclase-activating polypeptide type I receptor
66473,CHEMBL5405,2016,0.0,3.0,168,0,373003.0,1151,324.068635969,8.04283075471e-06,4.6630117715e-06,0.102301335219,Serine/threonine-protein kinase 32C
66662,CHEMBL5416,2016,0.0,0.0,134,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.0322874398297,PITSLRE serine/threonine-protein kinase CDC2L2
66770,CHEMBL5426,2016,0.0,1.0,156,0,373003.0,1151,324.068635969,2.6809435849e-06,2.10248342686e-06,0.056467238086,Myosin light chain kinase family member 4
66824,CHEMBL5432,2016,0.0,1.0,159,0,373003.0,1151,324.068635969,2.6809435849e-06,2.93802758279e-06,0.0688798208035,Mitogen-activated protein kinase kinase kinase kinase 3
67067,CHEMBL5461,2016,0.0,0.0,128,0,373003.0,1151,324.068635969,0.0,2.37646135406e-06,0.0585069037329,Zinc finger protein GLI1
67202,CHEMBL5467,2016,0.0,3.0,159,0,373003.0,1151,324.068635969,8.04283075471e-06,7.28879891087e-06,0.185692329778,Bone morphogenetic protein receptor type-2
67364,CHEMBL5476,2016,0.0,2.0,122,0,373003.0,1151,324.068635969,5.36188716981e-06,5.57369549336e-06,0.193505762393,Bone morphogenetic protein receptor type-1B
67715,CHEMBL5517,2016,0.0,0.0,240,0,373003.0,1151,324.068635969,0.0,8.83429686137e-07,0.0117620280656,Secreted frizzled-related protein 1
67796,CHEMBL5520,2016,0.0,1.0,137,0,373003.0,1151,324.068635969,2.6809435849e-06,3.86647518597e-06,0.108804246152,Casein kinase I isoform alpha-like
68093,CHEMBL5546,2016,0.0,0.0,132,0,373003.0,1151,324.068635969,0.0,7.16123765355e-07,0.0193724638986,Myosin IIIA
68120,CHEMBL5547,2016,0.0,0.0,134,0,373003.0,1151,324.068635969,0.0,1.01060032738e-06,0.0273385960712,Ankyrin repeat and protein kinase domain-containing protein 1
68201,CHEMBL5550,2016,0.0,2.0,154,0,373003.0,1151,324.068635969,5.36188716981e-06,3.74618484339e-06,0.0914173357393,"Chaperone activity of bc1 complex-like, mitochondrial"
68255,CHEMBL5552,2016,0.0,7.0,355,0,373003.0,1151,324.068635969,1.87666050943e-05,1.14577586666e-05,0.13240644382,Serine/threonine-protein kinase 25
68363,CHEMBL5558,2016,0.0,0.0,133,0,373003.0,1151,324.068635969,0.0,7.21807596332e-17,1.8232510845e-12,Voltage-gated T-type calcium channel alpha-1I subunit
68498,CHEMBL5575,2016,0.0,0.0,119,0,373003.0,1151,324.068635969,0.0,1.6709554524e-06,0.0630043324921,Lysyl-tRNA synthetase
68579,CHEMBL5579,2016,0.0,0.0,143,0,373003.0,1151,324.068635969,0.0,3.0396840921e-06,0.0807348900082,Citron Rho-interacting kinase
68660,CHEMBL5586,2016,0.0,0.0,121,0,373003.0,1151,324.068635969,0.0,4.77415843594e-07,0.0122830506973,Carbonyl reductase [NADPH] 1
68822,CHEMBL5604,2016,0.0,2.0,190,0,373003.0,1151,324.068635969,5.36188716981e-06,3.60826347901e-06,0.0822474468396,Dual specificity testis-specific protein kinase 1
69011,CHEMBL5615,2016,0.0,1.0,140,0,373003.0,1151,324.068635969,2.6809435849e-06,2.404843099e-06,0.0629570855492,Serine/threonine-protein kinase MRCK gamma
69038,CHEMBL5616,2016,0.0,0.0,139,0,373003.0,1151,324.068635969,0.0,1.24930824914e-06,0.0327060032943,Activin receptor type-2A
69470,CHEMBL5654,2016,0.0,1.0,137,0,373003.0,1151,324.068635969,2.6809435849e-06,2.404843099e-06,0.064587832701,Myosin-IIIB
69524,CHEMBL5659,2016,0.0,0.0,140,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.0307413121518,Serine/threonine-protein kinase RIO3
69659,CHEMBL5667,2016,0.0,0.0,145,0,373003.0,1151,324.068635969,0.0,1.4880161709e-06,0.0383259753227,Phosphatidylinositol-5-phosphate 4-kinase type-2 beta
69875,CHEMBL5683,2016,0.0,4.0,155,0,373003.0,1151,324.068635969,1.07237743396e-05,5.09453974596e-06,0.124813096386,Serine/threonine-protein kinase DCLK1
69929,CHEMBL5685,2016,0.0,0.0,437,0,373003.0,1151,324.068635969,0.0,1.52773069928e-05,0.144210677077,Solute carrier family 22 member 1
70091,CHEMBL5698,2016,0.0,4.0,163,0,373003.0,1151,324.068635969,1.07237743396e-05,5.57195558949e-06,0.128751449516,NUAK family SNF1-like kinase 2
70199,CHEMBL5703,2016,0.0,4.0,167,0,373003.0,1151,324.068635969,1.07237743396e-05,6.58255591679e-06,0.154650005004,Tyrosine-protein kinase Srms
70226,CHEMBL5704,2016,0.0,0.0,132,0,373003.0,1151,324.068635969,0.0,7.18216176636e-17,1.59065077769e-12,Elongation of very long chain fatty acids protein 6
70631,CHEMBL5742,2016,0.0,0.0,179,0,373003.0,1151,324.068635969,0.0,1.24953632343e-05,0.0704791098471,Translocator protein
70685,CHEMBL5748,2016,0.0,0.0,472,0,373003.0,1151,324.068635969,0.0,7.88636283581e-06,0.0551061014943,Canalicular multispecific organic anion transporter 1
70712,CHEMBL5749,2016,0.0,2.0,172,0,373003.0,1151,324.068635969,5.36188716981e-06,4.19721660305e-06,0.0936458074765,Mitogen-activated protein kinase kinase kinase kinase 1
70766,CHEMBL5753,2016,0.0,0.0,175,0,373003.0,1151,324.068635969,0.0,1.43224753064e-06,0.0291267296214,Uncharacterized aarF domain-containing protein kinase 4
70847,CHEMBL5759,2016,0.0,0.0,136,0,373003.0,1151,324.068635969,0.0,1.4880161709e-06,0.0399209339774,Mitogen-activated protein kinase 4
71063,CHEMBL5785,2016,0.0,1.0,271,0,373003.0,1151,324.068635969,2.6809435849e-06,7.24552089763e-06,0.110531110484,"Interferon-induced, double-stranded RNA-activated protein kinase"
71117,CHEMBL5789,2016,0.0,0.0,234,0,373003.0,1151,324.068635969,0.0,2.94476562093e-07,0.00489858823631,Cyclin-dependent kinase-like 1
71144,CHEMBL5790,2016,0.0,0.0,138,0,373003.0,1151,324.068635969,0.0,1.01060032738e-06,0.0271126817945,Serine/threonine-protein kinase PCTAIRE-2
71387,CHEMBL5808,2016,0.0,1.0,155,0,373003.0,1151,324.068635969,2.6809435849e-06,6.95104433561e-06,0.188038523456,PITSLRE serine/threonine-protein kinase CDC2L1
72224,CHEMBL5861,2016,0.0,4.0,126,0,373003.0,1151,324.068635969,1.07237743396e-05,5.18744319323e-06,0.16196163725,G protein-coupled receptor kinase 4
73142,CHEMBL5907,2016,0.0,1.0,138,0,373003.0,1151,324.068635969,2.6809435849e-06,2.404843099e-06,0.0645178355308,Serine/threonine-protein kinase LATS2
73277,CHEMBL5912,2016,0.0,2.0,171,0,373003.0,1151,324.068635969,5.36188716981e-06,4.19721660305e-06,0.0937831584734,Serine/threonine-protein kinase 32B
74222,CHEMBL5966,2016,0.0,0.0,445,0,373003.0,1151,324.068635969,0.0,7.1943590408e-17,5.16985734167e-13,IgG receptor FcRn large subunit p51
74303,CHEMBL5969,2016,0.0,0.0,145,0,373003.0,1151,324.068635969,0.0,2.37144585696e-06,0.0605906137009,Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha
74411,CHEMBL5975,2016,0.0,0.0,149,0,373003.0,1151,324.068635969,0.0,9.54831687116e-07,0.0230071745897,Serine/threonine-protein kinase RIO1
74978,CHEMBL5999,2016,0.0,0.0,330,0,373003.0,1151,324.068635969,0.0,8.83429686136e-07,0.00786128463295,3-keto-steroid reductase
75005,CHEMBL6000,2016,0.0,2.0,259,0,373003.0,1151,324.068635969,5.36188716981e-06,2.89213971373e-06,0.044233607597,Serine/threonine-protein kinase RIO2
75059,CHEMBL6002,2016,0.0,0.0,148,0,373003.0,1151,324.068635969,0.0,1.7668593722e-06,0.0435292921644,Cell division cycle 2-like protein kinase 6
75167,CHEMBL6006,2016,0.0,2.0,107,0,373003.0,1151,324.068635969,5.36188716981e-06,4.69039866681e-06,0.179248846932,Serine/threonine-protein kinase ULK1
75329,CHEMBL6020,2016,0.0,4.0,176,0,373003.0,1151,324.068635969,1.07237743396e-05,7.50312040986e-06,0.11954660826,Bile salt export pump
75869,CHEMBL6079,2016,0.0,0.0,144,0,373003.0,1151,324.068635969,0.0,7.10491236157e-17,1.44241365102e-12,Proto-oncogene protein Wnt-3
76085,CHEMBL6094,2016,0.0,0.0,133,0,373003.0,1151,324.068635969,0.0,4.68712307359e-06,0.120321324631,Ras-related C3 botulinum toxin substrate 1
76571,CHEMBL6123,2016,0.0,0.0,138,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.0314861902273,Serine/threonine-protein kinase DCLK3
76922,CHEMBL6157,2016,0.0,0.0,123,0,373003.0,1151,324.068635969,0.0,7.11024866914e-17,1.88117269468e-12,Tumor susceptibility gene 101 protein
77030,CHEMBL6161,2016,0.0,0.0,165,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.00685738148097,UDP-glucuronosyltransferase 2B15
77057,CHEMBL6162,2016,0.0,0.0,152,0,373003.0,1151,324.068635969,0.0,4.89357882593e-06,0.132380300343,Serine/threonine-protein kinase PFTAIRE-1
77165,CHEMBL6167,2016,0.0,1.0,137,0,373003.0,1151,324.068635969,2.6809435849e-06,2.64355102076e-06,0.071512913258,Serine/threonine-protein kinase LATS1
77462,CHEMBL6191,2016,0.0,2.0,102,0,373003.0,1151,324.068635969,5.36188716981e-06,2.56339595773e-06,0.0961622791671,SPS1/STE20-related protein kinase YSK4
77516,CHEMBL6196,2016,0.0,0.0,139,0,373003.0,1151,324.068635969,0.0,1.90966337416e-06,0.0111695006462,UDP-glucuronosyltransferase 2B4
